3700.0
3,1
1.0,1.0,1.0,15.1
1.0,1.0,4.0,66.1
1.0,1.0,7.0,178.3
1.0,1.0,10.0,351.7
1.0,2.0,1.0,21.8
1.0,2.0,4.0,72.8
1.0,2.0,7.0,185.0
1.0,2.0,10.0,358.4
1.0,3.0,1.0,28.499998
1.0,3.0,4.0,79.5
1.0,3.0,7.0,191.70001
1.0,3.0,10.0,365.1
1.0,4.0,1.0,35.2
1.0,4.0,4.0,86.2
1.0,4.0,7.0,198.40001
1.0,4.0,10.0,371.8
1.0,5.0,1.0,41.9
1.0,5.0,4.0,92.9
1.0,5.0,7.0,205.1
1.0,5.0,10.0,378.5
1.0,6.0,1.0,48.6
1.0,6.0,4.0,99.6
1.0,6.0,7.0,211.8
1.0,6.0,10.0,385.2
1.0,7.0,1.0,55.3
1.0,7.0,4.0,106.3
1.0,7.0,7.0,218.5
1.0,7.0,10.0,391.9
1.0,8.0,1.0,62.0
1.0,8.0,4.0,113.0
1.0,8.0,7.0,225.20001
1.0,8.0,10.0,398.6
1.0,9.0,1.0,68.700005
1.0,9.0,4.0,119.700005
1.0,9.0,7.0,231.90001
1.0,9.0,10.0,405.3
1.0,10.0,1.0,75.4
1.0,10.0,4.0,126.4
1.0,10.0,7.0,238.6
1.0,10.0,10.0,412.0
3.0,1.0,1.0,35.3
3.0,1.0,4.0,188.30002
3.0,1.0,7.0,524.9
3.0,1.0,10.0,1045.1001
3.0,2.0,1.0,55.399998
3.0,2.0,4.0,208.40001
3.0,2.0,7.0,545.00006
3.0,2.0,10.0,1065.2001
3.0,3.0,1.0,75.5
3.0,3.0,4.0,228.5
3.0,3.0,7.0,565.10004
3.0,3.0,10.0,1085.3
3.0,4.0,1.0,95.59999
3.0,4.0,4.0,248.6
3.0,4.0,7.0,585.2001
3.0,4.0,10.0,1105.4
3.0,5.0,1.0,115.7
3.0,5.0,4.0,268.7
3.0,5.0,7.0,605.30005
3.0,5.0,10.0,1125.5
3.0,6.0,1.0,135.79999
3.0,6.0,4.0,288.8
3.0,6.0,7.0,625.4
3.0,6.0,10.0,1145.6001
3.0,7.0,1.0,155.89998
3.0,7.0,4.0,308.9
3.0,7.0,7.0,645.5
3.0,7.0,10.0,1165.7001
3.0,8.0,1.0,175.99998
3.0,8.0,4.0,329.0
3.0,8.0,7.0,665.60004
3.0,8.0,10.0,1185.8
3.0,9.0,1.0,196.09999
3.0,9.0,4.0,349.1
3.0,9.0,7.0,685.7001
3.0,9.0,10.0,1205.9
3.0,10.0,1.0,216.19998
3.0,10.0,4.0,369.2
3.0,10.0,7.0,705.80005
3.0,10.0,10.0,1226.0
5.0,1.0,1.0,55.5
5.0,1.0,4.0,310.5
5.0,1.0,7.0,871.5
5.0,1.0,10.0,1738.5
5.0,2.0,1.0,89.0
5.0,2.0,4.0,344.0
5.0,2.0,7.0,905.0
5.0,2.0,10.0,1772.0
5.0,3.0,1.0,122.5
5.0,3.0,4.0,377.5
5.0,3.0,7.0,938.5
5.0,3.0,10.0,1805.5
5.0,4.0,1.0,156.0
5.0,4.0,4.0,411.0
5.0,4.0,7.0,972.0
5.0,4.0,10.0,1839.0
5.0,5.0,1.0,189.5
5.0,5.0,4.0,444.5
5.0,5.0,7.0,1005.5
5.0,5.0,10.0,1872.5
5.0,6.0,1.0,223.0
5.0,6.0,4.0,478.0
5.0,6.0,7.0,1039.0
5.0,6.0,10.0,1906.0
5.0,7.0,1.0,256.5
5.0,7.0,4.0,511.5
5.0,7.0,7.0,1072.5
5.0,7.0,10.0,1939.5
5.0,8.0,1.0,290.0
5.0,8.0,4.0,545.0
5.0,8.0,7.0,1106.0
5.0,8.0,10.0,1973.0
5.0,9.0,1.0,323.5
5.0,9.0,4.0,578.5
5.0,9.0,7.0,1139.5
5.0,9.0,10.0,2006.5
5.0,10.0,1.0,357.0
5.0,10.0,4.0,612.0
5.0,10.0,7.0,1173.0
5.0,10.0,10.0,2040.0
7.0,1.0,1.0,75.7
7.0,1.0,4.0,432.7
7.0,1.0,7.0,1218.1001
7.0,1.0,10.0,2431.9001
7.0,2.0,1.0,122.6
7.0,2.0,4.0,479.6
7.0,2.0,7.0,1265.0001
7.0,2.0,10.0,2478.8003
7.0,3.0,1.0,169.5
7.0,3.0,4.0,526.5
7.0,3.0,7.0,1311.9
7.0,3.0,10.0,2525.7002
7.0,4.0,1.0,216.4
7.0,4.0,4.0,573.4
7.0,4.0,7.0,1358.8
7.0,4.0,10.0,2572.6003
7.0,5.0,1.0,263.3
7.0,5.0,4.0,620.3
7.0,5.0,7.0,1405.7001
7.0,5.0,10.0,2619.5002
7.0,6.0,1.0,310.19998
7.0,6.0,4.0,667.2
7.0,6.0,7.0,1452.6001
7.0,6.0,10.0,2666.4001
7.0,7.0,1.0,357.09998
7.0,7.0,4.0,714.1
7.0,7.0,7.0,1499.5
7.0,7.0,10.0,2713.3003
7.0,8.0,1.0,403.99997
7.0,8.0,4.0,761.0
7.0,8.0,7.0,1546.4
7.0,8.0,10.0,2760.2002
7.0,9.0,1.0,450.89996
7.0,9.0,4.0,807.9
7.0,9.0,7.0,1593.3
7.0,9.0,10.0,2807.1
7.0,10.0,1.0,497.79996
7.0,10.0,4.0,854.8
7.0,10.0,7.0,1640.2001
7.0,10.0,10.0,2854.0002
9.0,1.0,1.0,95.9
9.0,1.0,4.0,554.9
9.0,1.0,7.0,1564.7001
9.0,1.0,10.0,3125.3
9.0,2.0,1.0,156.2
9.0,2.0,4.0,615.2
9.0,2.0,7.0,1625.0
9.0,2.0,10.0,3185.6
9.0,3.0,1.0,216.5
9.0,3.0,4.0,675.5
9.0,3.0,7.0,1685.3
9.0,3.0,10.0,3245.9
9.0,4.0,1.0,276.8
9.0,4.0,4.0,735.8
9.0,4.0,7.0,1745.6
9.0,4.0,10.0,3306.2
9.0,5.0,1.0,337.1
9.0,5.0,4.0,796.1
9.0,5.0,7.0,1805.9
9.0,5.0,10.0,3366.5
9.0,6.0,1.0,397.4
9.0,6.0,4.0,856.4
9.0,6.0,7.0,1866.2
9.0,6.0,10.0,3426.8
9.0,7.0,1.0,457.7
9.0,7.0,4.0,916.7
9.0,7.0,7.0,1926.5
9.0,7.0,10.0,3487.1
9.0,8.0,1.0,518.0
9.0,8.0,4.0,977.0
9.0,8.0,7.0,1986.8
9.0,8.0,10.0,3547.4
9.0,9.0,1.0,578.3
9.0,9.0,4.0,1037.3
9.0,9.0,7.0,2047.1001
9.0,9.0,10.0,3607.7
9.0,10.0,1.0,638.6
9.0,10.0,4.0,1097.6
9.0,10.0,7.0,2107.4
9.0,10.0,10.0,3668.0
